,Tweet
3138,"#Nepal will take a decision on the recruitment of Gorkha soldiers in the Indian Army under the #AgnipathScheme after the formation of the new government following the 20 Nov general elections, the country's Foreign Ministry said on 15 Sept.
https://t.co/aaD6fwv59q"
3139,"A mock #Agniveer Rally was organised at #Mendhar by #AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AgneepathScheme

#TeJran
#youthleague https://t.co/hsAJIFWVsg"
3140,"I just published Agniveer Scheme: Masterstroke or Dream Thief? https://t.co/cdg223KAtS 
#Agnipath #agnipathscheme #UnemployedYouth"
3141,"#Agniveer candidates from #Kashmir are all set to embark on the journey that is going to change their lives forever. A life less ordinary!! #YouthOfKashmir
#NayaKashmir https://t.co/J19UGWa1t7"
3142,"Agnipath Scheme will widely benefit the youth of the country. #Agniveer. Ncc cadets were motivated to join #IndianArmy .
#AgnipathRecruitment2022 https://t.co/QSetVsd13y"
3143,"-#Agnipath is a truly transformative reform which will enhance the combat potential of the Armed Forces, with younger profile and technologically potential #Agniveer #AgnipathRecruitment2022 https://t.co/whkrd7VwCU"
3144,"-#IndianArmy is Conducting Pre-Recruitment #Training for local #youth under #Agnipath Scheme in different parts of (J&amp;K) committed to help and guide youth for their better Future.
#AgnipathRecruitment2022 https://t.co/il74xFH2IL"
3145,Join #IndianArmy as #Agniveer &amp; live a life less ordinary #AgnipathRecruitment2022 rally is being conducted for the 1st time in #Kashmir by #IndianArmy. The rally will be conducted at Haiderbeig #Pattan from 17th Sep to 30th Sep. https://t.co/IeicaR4oka
3146,"#Agniveer candidates from #Kashmir are all set to embark on the journey that is going to change their lives forever
A life less ordinary!! #YouthOfKashmir
#NayaKashmir https://t.co/d3dSGKDtUF"
3147,"#Agniveer candidates from #Kashmir are all set to embark on the journey that is going to change their lives forever
A life less ordinary!! #YouthOfKashmir
#NayaKashmir https://t.co/q66NlloNlx"
3148,The Army has started a month long pre-recruitment training for youths intending to join the armed forces under the #agnipathscheme in #JammuAndKashmir's #Udhampur district. https://t.co/WKA2L56JpZ
3149,"Indian Army gives full opportunities to youth to serve the Nation. Army gives social chapter of Discipline and Integrity. Nurture future of youth with Techie .
#Agniveer 
#AgniveerRecruitment2022
#agnipathscheme 
#IndianArmy 
#ARMY https://t.co/AJJyeuVVHe"
3150,"Laws can be changed to maintain the position of Jay Shah as BCCI secretary, But the tenure of Agniveer is limited 4 years, for the pension burdens, No laws is supposed to come In favour of them, . Well they are not Netas. 
India nd it's policies 🙌
#Agniveer #BCCI"
3151,"#Kashmir #Army launches month long pre-recruitment training for #Agnipath aspirants in #JammuAndKashmir 's #Udhampur 
https://t.co/b9sk6PgReE"
3152,The #Army has started a month-long pre-recruitment training for youths intending to join the armed forces under the #Agnipathscheme in #JammuandKashmir's #Udhampur district. https://t.co/fJ0ebFP912
3153,"#Army launches month long pre-recruitment training for #Agnipath aspirants in #JammuAndKashmir 's #Udhampur 
https://t.co/7Wa1niAgVR"
3154,"#Nepal's statement comes after Indian Army chief General Manoj Pande said that India may have to withdraw from enlisting recruits from the country if the government does not take a decision on time.
#agnipathscheme 

https://t.co/T9SVBkaa1e"
3155,"#IndianArmy conducting a pre-recruitment training camp at Sondar,#Kishtwar for the local youth aspiring to join the Indian Army as #Agniveer.Josh amongst youth is high.
#AgnipathScheme
#AgniveerRecruitment2022
@JAMMULINKS 
@Whiteknight_IA https://t.co/aN0ckHIBSU"
3156,"#agniveer recruitment Rally in Mendhar, Poonch
 #IndianArmyPeoplesArmy #RogerFederer #OzoneDay #INDvsAUS #ROSE #EngineersDay2022 https://t.co/MdCfIeG5B7"
3157,"Shri Manoj Sinha, LG J&amp;K complimented the initiatives of IndianArmy for helping the omen of Kishtwar J&amp;K to move towards selfreliance in agricultural production.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#DaniellaPeters𓃵 
#Ethereum https://t.co/oeCVNCFy6B"
3158,"Shri Manoj Sinha, LG J&amp;K complimented the initiatives of IndianArmy for helping the omen of Kishtwar J&amp;K to move towards selfreliance in agricultural production.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#DaniellaPeters𓃵 
#Ethereum https://t.co/cJRDNdYwci"
3159,"SabreBrigade of RisingStarCrops in collaboration with Dte Health Services, Jammu, ECHS cell BD Bari &amp; Zila Sainik Bd Jammu org an ESM rally at Ratnuchak. Addressed the pension/ECHS related grievances &amp; also provide.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/ruO1LXb3FW"
3160,"SabreBrigade of RisingStarCrops in collaboration with Dte Health Services, Jammu, ECHS cell BD Bari &amp; Zila Sainik Bd Jammu org an ESM rally at Ratnuchak. Addressed the pension/ECHS related grievances &amp; also provide.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/djq8kecjM9"
3161,"A mock Agniveer Rally was organised at jammu &amp; Kasmir by AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#SHUTDOWN 
#tiktokdown 
#ROSE 
#SenzoMeyiwaTrail https://t.co/TtqkfEsB48"
3162,"A mock Agniveer Rally was organised at jammu &amp; Kasmir by AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#SHUTDOWN 
#tiktokdown 
#ROSE 
#SenzoMeyiwaTrail https://t.co/7iO5Sf3qJ9"
3163,"Maj Gen Neeraj Gosain, GOC TigerDivision  inaugurated new building of ArmyPublicSchool, JammuCantt. The building will provide state of the art teaching facilities to future generations. Teachers  to IndianArmy.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/ibJJVvfoMG"
3164,"Maj Gen Neeraj Gosain, GOC TigerDivision  inaugurated new building of ArmyPublicSchool, JammuCantt. The building will provide state of the art teaching facilities to future generations. Teachers  to IndianArmy.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/sC1s6Ng2ky"
3165,"IndianArmy TithwalBrigade organised a Medical &amp; Veterinary Camp at vill Sasalkot in District Rajouri (J&amp;K). The locals were benefitted by appropriate medical advice on healthy lifestyle, diagnosis of their lives.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/tmrSaO4Ltb"
3166,"IndianArmy TithwalBrigade organised a Medical &amp; Veterinary Camp at vill Sasalkot in District Rajouri (J&amp;K). The locals were benefitted by appropriate medical advice on healthy lifestyle, diagnosis of their lives.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/NH8weO3Oam"
3167,"IndianArmy TithwalBrigade organised a Medical &amp; Veterinary Camp at vill Sasalkot in District Rajouri (J&amp;K). The locals were benefitted by appropriate medical advice on healthy lifestyle, diagnosis of their lives.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/sACDyp9SnS"
3168,"Maj Gen Neeraj Gosain, GOC TigerDivision  inaugurated new building of ArmyPublicSchool, JammuCantt. The building will provide state of the art teaching facilities to future generations. Teachers  to IndianArmy.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/NbVotEIrhE"
3169,"A mock #Agniveer Rally was organised at #Mendhar by #AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AgneepathScheme
@adgpi 
@OfficeOfLGJandK 
@indianarmy https://t.co/LYv1xMusdM"
3170,"#Nepal's Ministry of Foreign Affairs said a formal decision about India's #Agnipathscheme would only be made after the November elections in the country.
#IndianArmy https://t.co/qtpYrPwhgq"
3171,"A mock Agniveer Rally was organised at jammu &amp; Kasmir by AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#SHUTDOWN 
#tiktokdown 
#ROSE 
#SenzoMeyiwaTrail https://t.co/gmdI6YUSPN"
3172,"SabreBrigade of RisingStarCrops in collaboration with Dte Health Services, Jammu, ECHS cell BD Bari &amp; Zila Sainik Bd Jammu org an ESM rally at Ratnuchak. Addressed the pension/ECHS related grievances &amp; also provide.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath https://t.co/rZVpffjc8X"
3173,"Shri Manoj Sinha, LG J&amp;K complimented the initiatives of IndianArmy for helping the omen of Kishtwar J&amp;K to move towards selfreliance in agricultural production.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#DaniellaPeters𓃵 
#Ethereum https://t.co/2Af0EUOBRr"
3174,"A mock #Agniveer Rally was organised at #Mendhar by #AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AgneepathScheme

@SpokespersonMoD 
@adgpi 
@OfficeOfLGJandK 
@PIBSrinagar https://t.co/JFcKWNwg8p"
3175,"Indian Army organised an Interaction with youth preparing for Agniveer recruitment scheme at Rednag. 

#IndianArmy
#KashmirLivesMatter
#SavioursOfKashmir
#Kashmir
#Agniveer
#AgniveerKashmir
#IndianArmy
#ProsperousKashmir https://t.co/UBbewgbwE9"
3176,"Indian Army organised an Interaction with youth preparing for Agniveer recruitment scheme at Rednag. 

#IndianArmy
#KashmirLivesMatter
#SavioursOfKashmir
#Kashmir
#Agniveer
#AgniveerKashmir
#IndianArmy
#ProsperousKashmir https://t.co/P1OixqJefj"
3177,"Indian Army organised an Interaction with youth preparing for Agniveer recruitment scheme at Rednag. 

#IndianArmy
#KashmirLivesMatter
#SavioursOfKashmir
#Kashmir
#Agniveer
#AgniveerKashmir
#IndianArmy
#ProsperousKashmir https://t.co/Kl7UgD38fG"
3178,"Recruitment of Gorkhas under the short-term hiring scheme for the Indian military was scheduled to begin on August 24. 

It was however put on hold on Nepal’s request. ⤵️

#AgnipathScheme

https://t.co/67urNqFVyK"
3179,"Vacancies for Nepalese under #Agnipath may be withdrawn for time being if Kathmandu does not act soon: Army chief | India News - @timesofindia  https://t.co/x99e7OR5Sd
@Tiny_Dhillon @kayjay34350 @tksapru"
3180,"#Spooky Cem̔etery, Car Coasters, #Halloween #Coasters. 🙌

#ohmpawat #agniveer #mendhar #aceofspadesgunners #agneepathscheme #wcpssmagnets #trr #terran 

https://t.co/e7or5b3iIL"
3181,"During #agnipathrecruitmentscheme at #Bareily, 2 Aspirant changed their name and used fake documents for #Agniveer. Arun Khan became Dharmraj &amp; Phaal Singh used identity of Ranjit Singh. Case registered by @Uppolice,investigation on. https://t.co/Mnht8lDoDc"
3182,"Agnipath Yojana: Nepal did not take decision on Gorkha recruitment soon, then India will take this tough step
 #Agnipath #AgnipathYojana #agniver #agniverarmy #army #Decision #Gorkha #Gorkharecruitment #India #Nepal #NepalGorkharecruitment #recruitmen...
https://t.co/YBlv0YKSBx"
3183,"They will amend the constitution for their children.

For your Children, they will try to prove how beneficial Agnipath is.

#BCCI #AgnipathScheme https://t.co/RDaiZOuhhf"
3184,"Recruitment of Gorkhas under the short-term hiring scheme for the Indian military was scheduled to begin on August 24. 

It was however put on hold on Nepal’s request. ⤵️

#AgnipathScheme

https://t.co/67urNqGtoi"
3185,"Nepal to take decision on Gorkhas' recruitment under Agnipath scheme after November polls

#AgnipathScheme #Nepal

https://t.co/nXKZJ2iPNg"
3186,"A mock #Agniveer Rally was organised at #Mendhar by #AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AgneepathScheme

@SpokespersonMoD 
@adgpi 
@OfficeOfLGJandK 
@PIBSrinagar https://t.co/uXLeRmdmyp"
3187,Short sighted #Agnipath Scheme    Jeopardizes Recruitment of Nepali Citizen in the Indian Army. There are over 50K Nepali Gorkhas in Indian Army.  https://t.co/5Ma8oWdxrY
3188,A mock #Agniveer Rally was #organised at #Mendhar by Ace Of Spades #Gunners to #prepare youth for #upcoming #Recruitment  rallies under the #AgnipathScheme. A total of 66 #aspirants took part. https://t.co/XCgyqIONRf
3189,"Shhh! #Agnipath Papers Are ‘Secret’ Documents Says CPIO of Defence Ministry; Experts Lambast It https://t.co/HXOzdTiAUR

#Agniveers #AgniveerRecruitment2022 #AgnipathScheme #AgnipathRecruitmentScheme"
3190,"Dr. Govind's Heroic Act | RNI 

https://t.co/IFoRKx9Gy7

#doctor #doctors #heroic_act #salaam #operation #operations #realnews #rni #realnewsinternational #trafficjam #braves #bravo #twitter #bravery #surgery #society #news #newsupdate #khabar #latestnews #agniveer #newindia @IYC https://t.co/6EElg7u0Zl"
3191,"On Nepali nationals joining the Indian army through #Agnipath scheme, Nepal's foreign ministry said the next government will take a decision on it. 

General elections are due in November in Nepal."
3192,"#IndianArmy Chief General Manoj Pande has warned that vacancies for Nepalese Gurkhas under #Agnipath may be withdrawn for the time being if #GovernmentOfNepal does not act soon.

Recruitment of Indian Gurkhas will continue as usual.

#IADN https://t.co/czfLnD8708"
3193,@Rajeshbhatt001 @Hindutva_Swag Boycott #RSS-BJP #Agnipath #AndhBhakts https://t.co/9jNByDMgkJ
3194,@bandisanjay_bjp @Hindutva_Swag @PMuralidharRao @vivekvenkatswam @vijyaramaraog Boycott #RSS-BJP #Agnipath #AndhBhakts https://t.co/CglG2H55eE
3195,"@iArpitSpeaks Jay Shah is already an #Agniveer
Its just his seva nidhi package
https://t.co/WHOcDpreXI"
3196,"Kashmiri youth are very spirited to join the #IndianArmy and become nation's pride #Agniveer

#Kashmiri youth participated in large numbers in #Agnipath pre-recruitment training oragnised by #IndianArmy in #Southkashmir

#Kashmir #Agniveer 
@NorthernComd_IA https://t.co/HpImRW33RX"
3197,"A mock #Agniveer Rally was organised at #Mendhar J&amp;K by #IndianArmy to prepare the aspirants for upcoming recruitment rallies.
#AgneepathScheme
#IndianArmyPeoplesArmy #motivation https://t.co/mceowcZkmV"
3198,"@TheLegateIN Do you think, India should recruit #Gorkhas through old system &amp; an exemtion should be given to them in the #Agnipath scheme ?"
3199,"A mock #Agniveer Rally was organised at #Mendhar by #AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AgneepathScheme

@SpokespersonMoD 
@adgpi 
@OfficeOfLGJandK 
@PIBSrinagar https://t.co/dHB1iRh81L"
3200,"IndianArmy RisingStarGunners undertaking initiatives towards improvement in sports infrastructure. Organised distribution of sports items &amp; kits in Gharti Middle School District (J&amp;K
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#Ethereum https://t.co/SDstw9RBXo"
3201,"'Next elected govt in Nepal to take a decision on Agnipath scheme'

#agnipathscheme
https://t.co/d9ehK2Gbf3"
3202,"'Next elected govt in Nepal to take a decision on Agnipath scheme'
 #Agnipath #Decision #Elected #govt #Nepal #scheme
https://t.co/uAFeksrOOa"
3203,"News: #India general says Nepalis' quota in Indian Army could go to Indian youths if #Nepal does not decide soon in view of #Agnipath scheme

Comment: Right time to stop sending Nepalis to serve in #IndianArmy

#agnipathscheme #ManojPandey #Gorkhas
 https://t.co/Hy4nsHz9Le"
3204,Nepal for the first time has clearly said that a decision on recruitment of Nepalese Gorkhas into the Indian Army under the #Agnipath scheme will be taken only after  elections in November. It put recruitments on hold in late August. #Nepal https://t.co/OoIscFW4gN
3205,"Nepals Ministry of Foreign Affairs (@MofaNepal) said the new elected government to be installed after the November 20 polls will take a decision on #India's #Agnipathscheme of short-term recruitment into the armed forces.

Photo: IANS (Representational image) https://t.co/DXbcHce0SH"
3206,"""The Ministry of Foreign Affairs has made it clear that there are slim chances Nepal will make a decision on the Agnipath scheme""
#AgnipathScheme #Nepal
https://t.co/MW2cNz5wXd"
3207,"Vacancies for #Nepalese under #Agnipath may be withdrawn for time being if #Kathmandu does not act soon : Army chief.

#Nepal #Gorkha 
#IndianArmy  https://t.co/LrP69x57z9"
3208,"A mock #Agniveer Rally was organised at #Mendhar by #AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AgneepathScheme

@SpokespersonMoD 
@adgpi 
@OfficeOfLGJandK 
@PIBSrinagar https://t.co/CJkxsreVHa"
3209,"'Next elected govt in Nepal to take a decision on Agnipath scheme'
#Nepal #Agnipath #socialnewsxyz https://t.co/9Hun3o9Cx2"
3210,"'Next elected govt in Nepal to take a decision on Agnipath scheme'
#Nepal #Agnipath #socialnewsxyz https://t.co/U9YIszsEmu"
3211,"For their Son
Ammend BCCI constitution to increase Secy appointment for more 3 yrs
For your son's
Agniveer &amp; pakoda jujona #agnipathscheme 
#Agniveers 
#Agnipath https://t.co/SnNs1pBZ0E"
